target_id,group_id,model_id,model_number,pool_role,path,native_pdb,metric_status,gdt_ts_proxy,gdt_ha_proxy,ca_lddt_proxy,tm_score_proxy,ca_rmsd_angstrom,ca_match_count,ca_match_basis,blockers,claim_boundary,rule_id
T1212,294,T1212TS294_4,4,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS294_4.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,0.054,0.000,0.000,0.033,41.649,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,294,T1212TS294_5,5,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS294_5.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,0.054,0.000,0.000,0.033,41.812,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,298,T1212TS298_1,1,model1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS298_1.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,0.966,0.376,0.004,0.032,42.706,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,298,T1212TS298_2,2,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS298_2.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,0.805,0.215,0.002,0.031,43.146,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,298,T1212TS298_3,3,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS298_3.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,0.751,0.161,0.002,0.031,43.156,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,298,T1212TS298_4,4,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS298_4.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,0.751,0.268,0.003,0.031,42.997,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,298,T1212TS298_5,5,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS298_5.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,0.858,0.268,0.003,0.031,42.947,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,301,T1212TS301_1,1,model1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS301_1.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,1.502,0.322,0.003,0.055,32.100,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,301,T1212TS301_2,2,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS301_2.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,1.985,0.483,0.005,0.088,24.885,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,301,T1212TS301_3,3,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS301_3.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,3.916,1.019,0.010,0.146,18.665,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,301,T1212TS301_4,4,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS301_4.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,8.745,2.414,0.024,0.277,12.463,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,301,T1212TS301_5,5,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS301_5.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,0.483,0.107,0.001,0.030,43.656,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,304,T1212TS304_1,1,model1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS304_1.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,3.004,0.322,0.003,0.202,15.309,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,304,T1212TS304_2,2,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS304_2.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,30.258,8.584,0.086,0.630,5.902,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
